feature,mean_importance
시간,0.0
사건발생거리,0.0
강수량(mm),0.0
풍향,0.0
안개,0.0
번개,0.0
진눈깨비,0.0
서리,0.0
연기/연무,0.0
요일,1.0638897022263727e-05
월,0.000783623602098138
소관지역,0.009634319829627657
소관경찰서,0.015027878902131687
범죄발생지,0.15597500012414725
