feature,shap_importance
범죄발생지,0.3286632240034055
소관경찰서,0.06533620719477336
월,0.0
요일,0.0
시간,0.0
소관지역,0.0
사건발생거리,0.0
강수량(mm),0.0
풍향,0.0
안개,0.0
번개,0.0
진눈깨비,0.0
서리,0.0
연기/연무,0.0
