feature,mean_importance
월,0.0
요일,0.0
시간,0.0
소관지역,0.0
사건발생거리,0.0
강수량(mm),0.0
풍향,0.0
안개,0.0
번개,0.0
진눈깨비,0.0
서리,0.0
연기/연무,0.0
소관경찰서,0.014297784122198598
범죄발생지,0.16038174196723215
