feature,mean_importance
풍향,-0.00015422442570605098
안개,-3.298782167708847e-05
번개,1.4263846001005831e-05
연기/연무,6.603438085523994e-05
진눈깨비,9.110914178349639e-05
서리,0.00012922398531425294
강수량(mm),0.0008597139435976952
요일,0.0021379894676124334
시간,0.0033722363803833978
사건발생거리,0.0034808072704857864
월,0.0035631468468838136
소관지역,0.011595392927940162
소관경찰서,0.030404712074540298
범죄발생지,0.15868851677782586
